2025-08-15 09:49:07,508 | INFO | __main__:__init__:85 | AIBot initialized with models: IV Predictor, Price Predictor, Anomaly Detector
2025-08-15 10:30:38,743 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 10:30:38,743 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 10:30:38,744 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 10:30:38] "GET /api/status HTTP/1.1" 200 -
2025-08-15 10:30:38,748 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 10:30:39,824 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 10:30:39,825 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 10:30:39,825 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 10:30:39,825 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 10:30:39] "GET /api/status HTTP/1.1" 200 -
2025-08-15 10:31:37,359 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 10:31:38,558 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 10:31:38,558 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 10:31:38,558 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 10:31:38,559 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 10:31:38] "GET /api/status HTTP/1.1" 200 -
2025-08-15 10:31:38,563 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 10:31:39,773 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 10:31:39,774 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 10:31:39,774 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 10:31:39,774 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 10:31:39] "GET /api/status HTTP/1.1" 200 -
2025-08-15 10:32:37,358 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 10:32:38,602 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 10:32:38,602 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 10:32:38,602 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 10:32:38,603 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 10:32:38] "GET /api/status HTTP/1.1" 200 -
2025-08-15 10:32:38,611 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 10:32:40,025 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 10:32:40,025 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 10:32:40,025 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 10:32:40,026 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 10:32:40] "GET /api/status HTTP/1.1" 200 -
2025-08-15 10:33:37,365 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 10:33:38,756 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 10:33:38,756 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 10:33:38,756 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 10:33:38,757 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 10:33:38] "GET /api/status HTTP/1.1" 200 -
2025-08-15 10:33:38,761 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 10:33:39,898 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 10:33:39,899 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 10:33:39,899 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 10:33:39,899 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 10:33:39] "GET /api/status HTTP/1.1" 200 -
2025-08-15 10:34:37,373 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 10:34:38,071 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 10:34:38,072 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 10:34:38,072 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 10:34:38,073 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 10:34:38] "GET /api/status HTTP/1.1" 200 -
2025-08-15 10:34:38,080 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 10:34:38,717 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 10:34:38,717 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 10:34:38,717 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 10:34:38,718 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 10:34:38] "GET /api/status HTTP/1.1" 200 -
2025-08-15 10:34:51,048 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 10:34:51,787 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 10:34:51,787 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 10:34:51,787 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 10:35:37,374 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 10:35:37,979 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 10:35:37,979 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 10:35:37,979 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 10:35:37,980 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 10:35:37] "GET /api/status HTTP/1.1" 200 -
2025-08-15 10:35:37,986 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 10:35:38,356 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 10:35:38,356 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 10:35:38,357 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 10:35:38,357 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 10:35:38] "GET /api/status HTTP/1.1" 200 -
2025-08-15 10:36:37,369 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 10:36:38,609 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 10:36:38,609 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 10:36:38,610 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 10:36:38,610 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 10:36:38] "GET /api/status HTTP/1.1" 200 -
2025-08-15 10:36:38,615 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 10:36:39,949 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 10:36:39,949 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 10:36:39,949 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 10:36:39,950 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 10:36:39] "GET /api/status HTTP/1.1" 200 -
2025-08-15 10:37:37,370 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 10:37:37,972 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 10:37:37,973 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 10:37:37,973 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 10:37:37,974 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 10:37:37] "GET /api/status HTTP/1.1" 200 -
2025-08-15 10:37:37,980 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 10:37:38,881 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 10:37:38,882 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 10:37:38,882 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 10:37:38,883 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 10:37:38] "GET /api/status HTTP/1.1" 200 -
2025-08-15 10:38:37,373 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 10:38:37,989 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 10:38:37,989 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 10:38:37,989 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 10:38:37,990 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 10:38:37] "GET /api/status HTTP/1.1" 200 -
2025-08-15 10:38:37,995 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 10:38:38,446 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 10:38:38,446 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 10:38:38,446 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 10:38:38,447 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 10:38:38] "GET /api/status HTTP/1.1" 200 -
2025-08-15 10:39:37,369 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 10:39:38,600 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 10:39:38,600 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 10:39:38,600 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 10:39:38,601 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 10:39:38] "GET /api/status HTTP/1.1" 200 -
2025-08-15 10:39:38,607 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 10:39:39,587 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 10:39:39,588 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 10:39:39,588 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 10:39:39,588 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 10:39:39] "GET /api/status HTTP/1.1" 200 -
2025-08-15 10:39:51,788 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 10:39:53,006 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 10:39:53,006 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 10:39:53,006 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 10:40:37,360 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 10:40:37,955 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 10:40:37,955 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 10:40:37,956 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 10:40:37,957 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 10:40:37] "GET /api/status HTTP/1.1" 200 -
2025-08-15 10:40:37,960 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 10:40:38,712 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 10:40:38,712 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 10:40:38,712 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 10:40:38,713 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 10:40:38] "GET /api/status HTTP/1.1" 200 -
2025-08-15 10:41:37,364 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 10:41:38,570 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 10:41:38,571 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 10:41:38,571 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 10:41:38,571 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 10:41:38] "GET /api/status HTTP/1.1" 200 -
2025-08-15 10:41:38,577 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 10:41:39,769 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 10:41:39,769 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 10:41:39,769 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 10:41:39,770 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 10:41:39] "GET /api/status HTTP/1.1" 200 -
2025-08-15 10:42:37,363 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 10:42:37,955 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 10:42:37,955 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 10:42:37,955 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 10:42:37,955 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 10:42:37] "GET /api/status HTTP/1.1" 200 -
2025-08-15 10:42:37,960 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 10:42:38,962 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 10:42:38,963 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 10:42:38,963 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 10:42:38,963 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 10:42:38] "GET /api/status HTTP/1.1" 200 -
2025-08-15 10:43:37,366 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 10:43:38,555 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 10:43:38,555 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 10:43:38,555 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 10:43:38,555 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 10:43:38] "GET /api/status HTTP/1.1" 200 -
2025-08-15 10:43:38,555 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 10:43:39,679 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 10:43:39,679 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 10:43:39,679 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 10:43:39,679 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 10:43:39] "GET /api/status HTTP/1.1" 200 -
2025-08-15 10:44:37,365 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 10:44:38,563 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 10:44:38,563 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 10:44:38,563 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 10:44:38,564 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 10:44:38] "GET /api/status HTTP/1.1" 200 -
2025-08-15 10:44:38,569 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 10:44:39,713 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 10:44:39,713 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 10:44:39,713 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 10:44:39,714 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 10:44:39] "GET /api/status HTTP/1.1" 200 -
2025-08-15 10:44:53,008 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 10:44:54,311 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 10:44:54,311 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 10:44:54,311 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 10:45:37,365 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 10:45:37,994 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 10:45:37,994 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 10:45:37,994 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 10:45:37,994 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 10:45:37] "GET /api/status HTTP/1.1" 200 -
2025-08-15 10:45:37,998 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 10:45:38,549 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 10:45:38,549 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 10:45:38,549 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 10:45:38,549 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 10:45:38] "GET /api/status HTTP/1.1" 200 -
2025-08-15 10:46:37,377 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 10:46:38,602 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 10:46:38,602 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 10:46:38,602 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 10:46:38,602 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 10:46:38] "GET /api/status HTTP/1.1" 200 -
2025-08-15 10:46:38,605 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 10:46:39,713 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 10:46:39,713 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 10:46:39,713 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 10:46:39,713 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 10:46:39] "GET /api/status HTTP/1.1" 200 -
2025-08-15 10:47:37,361 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 10:47:38,157 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 10:47:38,157 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 10:47:38,157 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 10:47:38,157 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 10:47:38] "GET /api/status HTTP/1.1" 200 -
2025-08-15 10:47:38,160 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 10:47:38,965 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 10:47:38,965 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 10:47:38,965 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 10:47:38,966 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 10:47:38] "GET /api/status HTTP/1.1" 200 -
2025-08-15 10:48:37,363 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 10:48:38,549 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 10:48:38,551 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 10:48:38,551 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 10:48:38,551 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 10:48:38] "GET /api/status HTTP/1.1" 200 -
2025-08-15 10:48:38,555 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 10:48:39,756 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 10:48:39,756 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 10:48:39,756 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 10:48:39,757 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 10:48:39] "GET /api/status HTTP/1.1" 200 -
2025-08-15 10:49:37,360 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 10:49:38,538 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 10:49:38,539 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 10:49:38,539 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 10:49:38,539 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 10:49:38] "GET /api/status HTTP/1.1" 200 -
